"question_id","subject_id","content"
"us761099","us15","Explain why liquid water takes the shape of its container but an ice cube does not."
"us761557","us15","One major cause of floods is<br /> A. rapid spring snowmelt.<br /> B. light rain over a large area.<br /> C. a decrease in stream discharge.<br /> D. increased capacity of stream channels."
"us763046","us15","how would the tides on earth be different if the moon revolved around earth in 15 days"
"us764785","us15","The speed of molecules is indirectly related to a measurement called _____.<br /> heat flow<br /> temperature<br /> friction<br /> energy"
"us765128","us15","How is ozone formed?  "
"us765241","us15","using the terms humidity and dew point explain why you might find small droplets of water on your lawn in the morning. "
"us766059","us15","Homeowner installs electrically heated mirror into shower room. Why does it not become misty?"
"us766119","us15","Which astronomer discovered that the planets orbit the sun in oval-shaped paths called ellipses?<br /> A. Kepler <br /> B. Brahe <br /> C. Galileo <br /> D. Archimedes"
"us766273","us15","Which of the following frequencies falls in the range of RF waves used by commercial radio broadcasting stations? <br /> A. 600,000 Hz <br /> B. 60 Hz <br /> C. 6,000,000 Hz <br /> D. 6,000 Hz"
"us766505","us15","A delegation of authority:<br /> a.  Relieves the granting authority of the ultimate responsibility for the incident<br /> B. May be needed when the incident scope is complex or beyond existing authorities<br /> C. Specifies the Incident Action Plan to be implemented by the Incident Commander<br /> D. Is required even if the Incident Commander is acting within his or her existing authorities"
"us766689","us15","Which of the following tasks would BEST help an individual achieve a goal to obtain a driver's license?<br /> a. practicing driving<br /> b. reviewing driving laws<br /> c. taking practice tests<br /> d. all of the above"
"us766708","us15","A ball rolling at 15 m/s rolls off a cliff and lands on the ground 3 seconds later."
"us766765","us15","What are some energy conversions that occur when a light bulb in turned on?"
"us766902","us15","Which statement best describes perigee? <br /> A. The closet point in the Moon's orbit to Earth <br /> B. The farthest point in the Moon's orbit to Earth <br /> C. The Sun's orbit that is closest to the Moon <br /> D. The closest point in Earth's orbit of the Sun"
"us767153","us15","Click ____ in the Conditional Formatting gallery to display the New Formatting Rule dialog box. (Points : 4) <br /> Rule Format<br /> New Rule<br /> New Format<br /> Format Rule"
"us767372","us15","When you rub your hand together,you produce a little heat.describe the flow of energy that causes the heat to be produced.use terms chemical<br /> energy,kinetic energy,friction,and heat in your answer."
"us767936","us15","d=(1/2)at^2 solve a="
"us767985","us15","a man hits golf ball (2kg) which accelerates at a rate of 20 m/s/s what amount of force acted on the ball"
"us768095","us15","The type of music that blended the musical styles of jump blues and honky-tonk was<br /> A. hip hop.<br /> B. rock 'n' roll.<br /> C. jazz.<br /> D. Motown."
"us768486","us15","A pendulum takes 0.5 second to complete one cycle. What is the pendulum’s period and frequency?"
"us768844","us15","The main difference between speed and velocity involves <br /> A. direction. <br /> B. gravity. <br /> C. weight. <br /> D. distance."
"us768858","us15","The first man to orbit the earth was a Russian cosmonaut by the name of"
"us769011","us15","what is the acceleration of a 10kg mass pushed by a 5N force?"
"us769016","us15","given a force of 56N and an acceleration of 7 m/s2 what is the mass?"
"us769141","us15","If the time taken for an oscillating pendulum to wing from A to C to B is 3 s, what is the period of the pendulum?"
"us769326","us15","If a ball is rolling at a velocity of 1.5 m/sec and has a momentum of 10.0 kg·m/sec, what is the mass of the ball?"
"us769327","us15","what is the speed of a model airplane that has a mass of 1.5kg and momentum of 30.0 kg m/s"
"us769350","us15","Which type of friction acts on an object that is not moving?"
"us769362","us15","What is the route number for ( 697 and 129 )"
"us769714","us15","what is the defining feature of a system"
"us770079","us15","Which statement best describes perigee? <br /> A. The Sun's orbit that is closest to the Moon <br /> B. The closet point in the Moon's orbit to Earth <br /> C. The farthest point in the Moon's orbit to Earth <br /> D. The closest point in Earth's orbit of the Sun"
"us770126","us15","If a client's knees hurt after a one-week walking regimen, which one of the following suggestions is most appropriate? <br /> A. Take a week's rest from exercise. <br /> B. Wear different shoes. <br /> C. Switch to anaerobic exercise. <br /> D. Jog in a swimming pool."
"us770433","us15","You have a chart that illustrates a series of species with their common ancestor. This chart is a <br /> A. five-kingdom system.<br /> B. gene pool.<br /> C. cladogram.<br /> D. fossil record."
"us770438","us15","What is more efficient,direct current or alternating current?explain."
"us770521","us15","_______ was the first person to propose the idea of moving continents as a scientific hypothesis. <br /> A. Charles Richter <br /> B. Alfred Wegener <br /> C. Antonio Snider-Pelligrini <br /> D. Abraham Ortelius"
"us770572","us15","Write the equation of the line that has an undefined slope and passes through the point (4, 7). User: What is the slope of a line that is parallel to the x-axis? User: What is the slope of the line that passes through the points (-3, 5) and (1, 7)? User: Which of the following equations is the translation 2 units left of the graph of y = |x|?"
"us770678","us15","Countries agree to reduce or eliminate trade barriers in:<br /> a. Open Import Locations<br /> b. Reciprocal Trade Locations<br /> c. Free Trade Zones<br /> d. Multinational Zone"
"us770726","us15","In refraction, when a wave travels from one medium to another, it<br /> A. changes speeds. <br /> B. stays in step. <br /> C. always moves in the same direction. <br /> D. travels in the opposite direction."
"us770826","us15","If your average speed you chewed a piece of gum was 4.59 chews per second how many could you get in: <br /><br /> 5 minutes <br /><br /> 1 hour <br /><br /> 1 day<br /><br /> And show your work "
"us770944","us15","The flow of electric charge is called current.<br /> a. True<br /> b. False"
"us771041","us15","The intensity of a sound describes<br /> a. its speed. <br /> b. its loudness at a particular distance. <br /> c. the distance and medium through which it travels. <br /> d. the medium through which it travels."
"us771281","us15","When it's winter in the United States, in Argentina it is _____.<br /> A. spring <br /> B. summer <br /> C. fall <br /> D. also winter"
"us771296","us15","By remilitarizing Germany, Hitler violated<br /> a. the Rome-Berlin Axis.<br /> c. the Third Reich.<br /> b. the Treaty of the Allies.<br /> d. the Treaty of Versailles."
"us771553","us15","What is the mass of an object weighing 63N on earth"
"us771637","us15","red green and blue rays enter a drop of water which will bend most and why"
"us771817","us15","how long does it take for a 4 inch candle to burn out"
"us771859","us15","Fertility is<br /> a. the biological capacity to bear children.<br /> c. the actual number of births occurring to women of childbearing age.<br /> b. a drug treatment to help women conceive.<br /> d. a pull factor."
"us772064","us15","Under the Neutrality Acts, all of the following conditions were agreed to except which?<br /> a. America would provide aid to any nation attacked by Axis Powers. <br /> b. America would not sell war equipment to warring nations. <br /> c. America would not lend money to warring nations. <br /> d. American ships were restricted from entering war zones."
"us772119","us15","Which of the following statements best describes the relationship between force and work?<br /> a.  Work equals force divided by distance.<br /> b.  Force and work are two terms for the same thing.<br /> c.  Work is equal to certain forces, like gravity and friction.<br /> d.  Work is done when a force moves an object over a distance."
"us772409","us15","A sea breeze occurs because warm air rises on land and moves toward the ocean to cool. The cool air then moves from the ocean to be warmed by the land.<br /> a. True<br /> b. False"
"us772575","us15","What is the mass of an object traveling at 30m/s if it has 33,750 J of energy?"
"us772578","us15","The potential energy of a cinder block is 8 joules. The block is 6 m high. What is the mass of the apple?"
"us772601","us15","THE LAW OF CONSERVATION OF ENERGY WHAT HAPPENED TO THE LIGHT ENERGY ONCE THE PLANTS OBTAINED IT?"
"us772817","us15","A student is helping her teacher move a 9.5 kg box of books. What net sideways force must she exert on the box to slide it across the floor so that it accelerates at 1.0 m/s2? "
"us772852","us15","how do you know if you like someone "
"us773106","us15","<br /><br />   According to cell theory, all cells carry out the functions needed to sustain life. That means all cells must contain"
"us773367","us15","What is the difference between refraction and rarefaction? small and basic points and more than 3<br />"
"us773538","us15","what is the momentum of a 5kg moving at a velocity of 25/ms "
"us773547","us15","calculate the momentum of a 75kg astronaut repairing the Hubble telescope 200km above the surface of the earth and moving at a velocity of 25,000km/ h•(1km/h=1/3•6m/s) answer please :(??"
"us773562","us15","how fast should a 250g mouse run so that it can have the same momentum as a 3ton (1metric ton= 1000kg 1g=0.001kg) can a mouse realistically attain this speed yes or no?"
"us773984","us15","In which situation is the object experiencing unbalanced forces?<br /> a.  A box resting on a horizontal floor.<br /> b.  A car slowing as it reaches a traffic light.<br /> c.  A car with its cruise control set to 30 km/h.<br /> d.  A penny at terminal velocity after falling off of a building.                   "
"us773991","us15","A car traveled at an average speed of 60 mph for two hours. How far did it travel?  <br /><br /><br /> A.<br />  30 miles<br /><br /><br /> B.<br />  60 miles<br /><br /><br /> C.<br />  120 miles<br /><br /><br /> D.<br />  150 miles <br />"
"us774003","us15","A cyclist rode at an average speed of 15 mph for 30 miles. How long was the ride?  <br /><br /><br /> A.<br />  2 hours<br /><br /><br /> B.<br />  1 hour<br /><br /><br /> C.<br />  0.5 hours<br /><br /><br /> D.<br />  3 hours "
"us774086","us15","differences and similarities between X-rays and CT scans"
"us775173","us15","A rotation is an isometry that moves a plane about a fixed point.<br /> a. True<br /> b. False                   "
"us775246","us15","With what force does a 75.5 kg person need to be pushed in order to go up a 22.8 degree frictionless incline at a constant velocity?                   "
"us775322","us15","what is the level of organization for the human heart"
"us775460","us15","what is the kinetic energy of a 3 kilogram ball that is rolling at a 2 m/s"
"us775610","us15","An object has a mass of 250 g . What is the gravitational force of the object by the earth"
"us775719","us15","What are some resources used to generate electricity in energy stations?"
"us776147","us15","Lying quad stretches are an effective static stretch for runners because they                   "
"us776663","us15","The three types of stress that act on Earth's rocks are compression, tension, and <br /> A. tephra. <br /> B. shale. <br /> C. tension. <br /> D. shear."
"us776901","us15","The Federal funds rate<br /> A. is always slightly higher than the discount rate<br /> B. can never be close to zero<br /> C. may sometimes have to be targeted at zero<br /> D. is an intermediate target"
"us777451","us15","What is the temperature at which all molecular motion stops"
"us777482","us15","Can someone please explain the effects of changes in Earth's magnetic field over time?"
"us777601","us15","Which of the following best describes a plane? <br /> A. A curve in a road<br /> B. The point of intersection of two walls<br /> C. The surface of a flat table<br /> D. The edge of a desk                   "
"us777716","us15","A 1 kilogram ball has 8 joules of kinetic energy. What is the speed"
"us778004","us15","Using the rules for significant figures, what do you get when you subtract 15.54 from 508.9538?                   "
"us780798","us15","A 20-kg cart travels at 20 m/s in a circle with a radius of 20 m. What is the centripetal force?<br /><br /> 20N<br /><br /> 1N<br /><br /> 400N"
"us781316","us15","What are types of astronomy?"
"us781884","us15","Which layer of rock is exposed to only a relatively moderate amount of heat from magma?"
"us782163","us15","A ball rolls off at a speed of 3.0 m/s and lands 0.40 seconds later. How far from the base of the desk does the ball land?                "
"us782555","us15","A truck initially traveling at a speed of 22 meters per second increases speed at a constant rate of 2.4 meters per second^2 for 3.2 seconds. What is the total distance traveled by the truck during this 3.2 second time interval                "
"us782572","us15","Pronouns in the nominative case may function as __________.<br /> gerunds<br /> objects <br /> adjectives <br /> subjects                "
"us782923","us15","Considere una roca de 1/2 libra de peso y una viga de madre de 150 libra de peso, al colocarlas en un lago la roca se hunde pero la viga de madera no. ¿Por qué?"
"us782997","us15","Consider a rock 1/2 pound mother and a beam of 150 pound, when placed in a lake rock sinks but not the wooden beam. Why?."
"us783098","us15","How can you check an orthographic drawing to be sure there are no missing lines?                "
"us783409","us15","Which of the following statements is TRUE of the economic choices that consumers make"
"us784191","us15","true or false: every atom of the same element has the same atomic number"
"us784340","us15","Compare the positions of the electrons in Bohr's model of the atom with their positions according to modern atomic theory                "
"us784522","us15","How does Rutherford’s model of the atom compare with Thomson’s model?"
"us784633","us15","How many times greater is the value of the digit 2 in 23,876 than the digit 2 in 3,254?"
"us784653","us15","An object moves in uniform circular motion at 50 m/s and takes 1.0 second to go a quarter circle. Calculate the centripetal acceleration.<br /><br /> 78 m/s^2<br /><br /> 160 m/s^2"
"us784668","us15","The impulse given to a ball with mass of 4 kg is 16 N s. If the ball starts from rest, what is its final velocity?<br /><br /> .3 m/s<br /><br /> 4 m/s<br /><br /> 60 m/s"
"us784743","us15","The impulse given to a ball with mass of 4 kg is 28 N s. If the ball were already moving at 3 m/s what would the final velocity be?<br /><br /> 4 m/s<br /><br /> 31 m/s<br /><br /> 10 m/s<br /><br />"
"us785577","us15","What can you infer about copper and silver based on their position relative to each other?"
"us785774","us15","Please help me with the question."
"us483605","us15","if you wanted to detect x-rays coming from the sun,  where would you place the detector?"
"us485605","us15","Fossils allow scientists to determine when and for how long a certain species lived.<br /><br /> What can scientists deduce from this discovery?<br /><br /> A.<br /> earth's life has changed over time<br /><br /> B.<br /> which fossils are heavier<br /><br /> C.<br /> the food sources that were available<br /><br /> D.<br /> explain how earth remained unchanged"
"us485893","us15","air resistance is type of ?"
"us487056","us15","Which of the following is not a typical way for a person to catch a disease?"
"us488041","us15","Which chart correctly describes the properties of electric and magnetic fields?"
"us488083","us15","A 0.05-kg car starts from rest at a height of 0.95 m. Assuming no friction, what is the kinetic energy of the car when it reaches the bottom of the hill? (Assume g = 9.81 m/s2.) "
"us489333","us15","Which organisms are the oldest to most recent, based on scientific views?<br /><br /> A.<br /> cyanobacteria, birds, sea scorpion, saber-toothed cats<br /><br /> B.<br /> birds, saber-toothed cats, sea scorpion, cyanobacteria<br /><br /> C.<br /> cyanobacteria. sea scorpion, saber-toothed cats, birds<br /><br /> D.<br /> cyanobacteria, sea scorpion, birds, saber-toothed cats"
"us489724","us15","explain why a high-speed collision between two cars would cause more damage than a low-speed collision between the same two cars "
"us489765","us15","Please Answer These Questions I Really Need Help             Please answer these questions <br /> in complete sentences.<br /> 1. If you are looking at cells from an onion stem and from a mushroom under a microscope, how would you tell which cells came from which you living thing?<br /> 2. What are three characteristics that fungi share with animals?<br /> 3. Both bats and insects have legs with joints. Why is a bat not classified as an arthropod?<br /> 4. How can you use a model of cells to help someone draw conclusions about the differences between plant cells and animal cells?<br /> 5.  What observation would help you infer whether a plant forms covered seeds or uncovered seeds?<br /> 6. Observe plant cells and mushroom cells. How do they cells compare?<br /> 7.  You observed several new mushrooms in a yard the day after a rainstorm. What are two things you might infer based on this observation?"
"us491033","us15","name 5 different chemical changes"
"us491618","us15","conduction, convection and radiation.  If I asked you to heat a sample of soil using a heat lamp, which method of heat transfer will you be using? &amp; why?"
"us493574","us15","<p>PLEASE HELP!!!!!!!</p><p><br /> A geologist finds a layer of rock that is made of medium-grained sands and is porous.<br /><br /> What type of rock did the geologist find?<br /><br />   A. <br /> sandstone<br /><br />   B. <br /> limestone<br /><br />   C. <br /> coquina<br /><br />   D. <br /> conglomerate</p>"
"us496309","us15","An airplane moving from A-B moves with speed V during 1/9th of the course,and 2.V through the rest of the course,the medium speed through the whole course was?..."
"us496438","us15","girl merry go around length 2.50m angular dispalcement is 1.64rad. how far is she from the center of the marry go around?"
"us497614","us15","What are substances that have the same composition, but different structures, known as? a. Ions c. Allotropes b. Covalent twins d. Phenotypes"
"us497688","us15","How do I find the distance traveled?"
"us498277","us15","An electron moving at constant speed produces<br /> (1) a magnetic field, only<br /> (2) an electric field, only<br /> (3) both a magnetic and an electric field<br /> (4) neither a magnetic nor an electric field"
"us498463","us15","The energy of a sound wave is most closely<br /> related to the wave’s<br /> (1) frequency (3) wavelength<br /> (2) amplitude (4) speed"
"us498498","us15","Which situation represents a person in equilibrium?<br /> (1) a child gaining speed while sliding down a slide<br /> (2) a woman accelerating upward in an elevator<br /> (3) a man standing still on a bathroom scale<br /> (4) a teenager driving around a corner in his car"
"us498844","us15","A student constructed a series circuit consisting of a 12.0-volt battery, a 10.0-ohm lamp, and a<br /> resistor. The circuit does not contain a voltmeter or an ammeter. When the circuit is operating, the<br /> total current through the circuit is 0.50 ampere.<br /> In the space in your answer booklet, draw a diagram of the series circuit constructed to operate the<br /> lamp, using symbols from the Reference Tables for Physical Setting/Physics."
"us499005","us15","A student is standing in an elevator that is<br /> accelerating downward. The force that the<br /> student exerts on the floor of the elevator must<br /> be<br /> (1) less than the weight of the student when at<br /> rest<br /> (2) greater than the weight of the student when<br /> at rest<br /> (3) less than the force of the floor on the student<br /> (4) greater than the force of the floor on the<br /> student"
"us499015","us15","A toy rocket is launched twice into the air from level ground and returns to level ground. The rocket<br /> is first launched with initial speed v at an angle of 45° above the horizontal. It is launched the second<br /> time with the same initial speed, but with the launch angle increased to 60.° above the horizontal.<br /> Describe how both the total horizontal distance the rocket travels and the time in the air are affected<br /> by the increase in launch angle. [Neglect friction.] "
"us499445","us15","Compare the charges and masses of protons, neutrons and electrons."
"us499556","us15","the velocity of an object includes its speed and"
"us501221","us15","What do the arrows in the food chain diagrams represent "
"us501223","us15","what do the arrows in food chains represent "
"us501970","us15","A 450g cube of gold at 225 degrees Celsius is cooled by dunking it in 850g of water at 20 degrees C. what is the final temperature of the mixture? specific heat of gold = 0.031 cal/gC specific heat of water = 1"
"us502585","us15","A gas cloud surrounds a dying star against a dark background. The star heats the gases in the cloud. What type of spectrum would you expect to find from the gas cloud? (Points : 3) emission spectrum absorption spectrum continuous spectrum high-frequency spectrum"
"us502784","us15","Why cant a solar eclipse occur every full moon phase?"
"us502786","us15","what is a partial and total lunar eclipse?<br />"
"us503650","us15","How much work is required to move<br /> 3.0 coulombs of electric charge a distance of<br /> 0.010 meter through a potential difference of<br /> 9.0 volts?<br /> (1) 2.7 × 10^3 J (3) 3.0 J<br /> (2) 27 J (4) 3.0 × 10^−2 J"
"us504140","us15","What is the relationship between the magnetic field density and the distance from the surface of a magnet halfway between the poles?"
"us504600","us15","When a covalent bond forms between two atoms, how many atoms have a full outer shell of electrons?<br /> A) one<br /> B) two<br /> C) zero<br /> D) It depends on what the atoms are. "
"us504607","us15","When a covalent or an ionic bond is formed a chemical change has occurred. Which of these is not associated with a chemical change?<br /> A) The atoms of the substance produced have been rearranged. <br /> B) The substances produced are identical to the substances that reacted except that they're isomers.<br /> C) The total mass of the reacting substances is the same as the total mass of the substance produced by the reaction. <br /> D) The chemical properties of the substances produced by the reaction are different from those of the reacting substances. "
"us504610","us15","Which of the following is least likely to be bonded covalently?<br /> A) CO<br /> B) CO2<br /> C) SO3<br /> D) BaF2"
"us504624","us15","An electron in the c level of a mercury atom<br /> returns to the ground state. Which photon<br /> energy could not be emitted by the atom during<br /> this process?<br /> (1) 0.22 eV (3) 4.86 eV<br /> (2) 4.64 eV (4) 5.43 eV"
"us504843","us15","a force that keeps an object at a fixed angle"
"us786328","us15","What is the formula to find momentum"
"us786415","us15","With what velocity must a .53 kg softball be moving to equal the momentum of a .31 kg baseball moving at 21 m/s? "
"us786475","us15","The time of day in which it is hardest to distinguish shapes and objects on the road is____"
"us786690","us15","water has a high (blank) which causes it to heat very slowly.<br />"
"us787619","us15","What is Archimedes' Principle?"
"us787746","us15","Can someone explain what ""Charles Law"" is?"
"us788125","us15","calculate the molar mass of magneseium tetraoxosulphate4 heptahydrate crystals,MgSo4.7H2o in grams "
"us788535","us15","An energy resource that can be replaced in a reasonable short period of time is call an"
"us788609","us15","Roger pushes a box on a 30° incline. If he applies a force of 60 newtons parallel to the incline and displaces the box 10 meters along the incline, how much work will he do on the box?"
"us788621","us15","What is the mass of a stone moving at a speed of <br /> 15 meters/second and having a momentum of <br /> 7.5 kilogram·meters/second?<br />"
"us788665","us15","Cere-Perdue is a process of casting<br /> sculpture in which medium ?<br /> a.  Cement<br /> b.  Metal<br /> c.  Plaster of Paris<br /> d.  Fibre Glass which option is correct"
"us788828","us15","Which of these elements can become stable by losing 1 electron? Explain <br /> A. Calcium <br /> B. Argon <br /> C. Soduim <br /> D. Nitrogen <br /> E. Oxygen <br /> F. Chlorine "
"us789256","us15","This court will hear cases involving U.S. tariff laws.<br /> a. Court of Appeals for the Federal Circuit<br /> c. Court of International Trade<br /> b. U.S. District Court<br /> d. U.S. Military Court of Appeals"
"us789335","us15","Dan's plant will require two shifts of skilled workers, seven days a week. As he does his research, he will pay particular attention to <br /> A. regulatory restrictions.<br /> B. his target market.<br /> C. the labor market.<br /> D. performance measures."
"us789964","us15","complete the analogy: 1. speed: velocity;______:______ a. acceleration:velocity      b. distance:displacement c. speed:acceleration        d. time:scalar  2. positive acceleration:_____: zero acceleration:constant velocity a. constant speed     b. decreasing velocity c. increasing velocity    d. zero velocity"
"us790382","us15","Which of these statements describes experiences or feelings related to anxiety?<br /> a. excessive fear of objects or situations<br /> b. fear of embarrassment<br /> c. constant worry<br /> d. all of the above"
"us791281","us15","A string is tied to a 4.4 kg block and 120g hanging bucket. Students add 20g washers one at a time to the bucket. The student are unaware that the coefficient of static friction for the block on the table is 0.42.  A) what is the maximum force of static friction for the block?  B) how many washers can the students add to the bucket without moving the block?  C) the coefficient on kinetic friction is 0.34. Calculate the acceleration of the block when the final washer is added to the bucket and the objects start to move...  "
"us791577","us15","The Texas fight for independence was led by Sam Houston.<br /> a. True<br /> b. False"
"us791784","us15","Which of the following is a device designed to open an overloaded circuit and prevent overheating?<br /> a. circuit breaker<br /> b. conductor<br /> c. resistor<br /> d. insulator"
"us792001","us15","When static friction is useful"
"us792003","us15","When static friction is useful"
"us792175","us15","when do scientists need to use this method to find the epicenter "
"us792683","us15","The water table _____.<br /> rises during periods of drought<br /> is the top of the saturated zone<br /> falls during periods of heavy rain<br /> always stays in the same place"
"us792792","us15","He amount of current flowing in a circuit can be measured by<br /> A. an ammeter.<br /> B. a voltmeter.<br /> C. a neon test lamp.<br /> D. an ohmmeter.<br /> User: <br /> 3. Which one of the following letters is used in formulas as the symbol for voltage?<br /> A. P<br /> B. W<br /> C. I<br /> D. E"
"us792808","us15","Why does a heated mirror stay clear?"
"us792814","us15","Why does an electrically heated mirror stay clear when a person takes a shower?"
"us792869","us15","Scientists tested the effect of a fertilizer the growth of plants. They had 2 sets of plants, Group A which gets fertilizer, water and sun and Group B which gets only water and sun (but in equal amounts to Group A)1. Explain how this scenario is a controlled experiment and identify the manipulated variable. 2. If the scientists only performed 1 experiment but it supported their hypothesis, why can it not be considered a theory? 3. The graph below was created showing the growth of the plant. How would you know that the y-axis is measuring the growth of the plant?"
"us792939","us15","What is the shape of the orbit of satellites?<br /> A. helical <br /> B. elliptical <br /> C. aphelion <br /> D. perihelion"
"us792984","us15","Describe a process that converts chemical energy to thermal energy"
"us793039","us15","A lightbulb converts 10 percent of the electric energy it uses into radiant energy"
"us793284","us15","What is the definition of mantle"
"us793353","us15","what had to be invented before we could discover Saturn and Neptune?"
"us793357","us15","what is the name of neil degrasse tyson's ""spaceship""?"
"us793367","us15","what is the name of the spacecraft that has travelled the furthest away from Earth?"
"us793511","us15","how far away from the center of the milky way galaxy do we live?"
"us793714","us15","A force that comes from the action of earth's Gravity is called"
"us793779","us15","Explain why a chlorinated swimming pool water would be a homogenous mixture?"
"us793913","us15","describe the climate, landforms,and existing plant and animal life during the cretaceous period"
"us793964","us15","A student pulls 60 newton sled with a forc having a magnitude of 20 newtons. What is the magnitude of the force that the sled exerts on the student?"
"us794064","us15","If an ice cube melts at 0°C but water also freezes at 0°C , what is the difference between melting and freezing in terms of (a) the energy involved in the phase changes and (b) particles of the substances during the phase changes?"
"us794206","us15","The diagram shows the orbit of a satellite around earth's mass is 5.97*10^24kg, what is the satellite's orbital speed?"
"us794245","us15","Give an example of how the apparent motion of an object depends on the observer's motion."
"us794658","us15","Explain why placing a dented TABLE-tennis ball in boiling water is one way to remove the dent in the ball (the ball has no holes)"
"us794795","us15","the particles that make up a rock constantly in motions however around these numbers of the vibrate why do you think this is"
"us795183","us15","The pressure at the bottom of a water tank is 45 kilopascals. What is the height of the water in meters?"
"us795493","us15","Why are minerals considered as earth's jewel?"
"us795494","us15","Mounting evidence suggests that the average temperature of the planet is"
"us795993","us15","The national government can attempt to gain the cooperation of state governments by using what type of grant? (Points : 1)<br /> Grant-In-Aid<br /> Categorical grants<br /> Block grants<br /> All of the above"
"us796435","us15","Rooted plants are most likely found in which aquatic zone?"
"us796541","us15","bima mengendarai sepeda ke arah selatan dengan kecepatan 12 km/jam.angin bertiup dari arah barat sehingga kecepatan sepeda menjadi 15 km/jam.sudut penyimpangan sepeda sebesar ?"
"us796544","us15","balok A bermassa 7.5 kg dihubungkan dengan balok B bermassa 3 kg.apabila sistem dalam keadaan tepat akan bergerak,koefisien gerak antara balok A dan lantai sebesar..."
"us796556","us15","What does propoxyphene mean."
"us797181","us15","Acrostic poem for Texas revaluation "
"us798323","us15","Define Weathering and it's type please help "
"us798744","us15","the ideas, things,or events people feel are important are called"
"us505128","us15","The gravitational potential energy, with respect<br /> to Earth, that is possessed by an object is<br /> dependent on the object’s<br /> (1) acceleration (3) position<br /> (2) momentum (4) speed<br /> Note that question 15 has only three choices."
"us505326","us15","What is the process by which magnetic force can move motors? How can I explain this? Thank you!"
"us505428","us15","Which best describes the motion of air particles when a sound wave passes through them? A. The particles move together and apart perpendicular to the direction of the wave. B. Air particles move parallel to the sound waves C. The particles move perpendicular to the direction of the wave. D. The particles move both perpendicular and parallel to the direction of the wave.                                     "
"us505563","us15","What color is red<br /> What is two plus two"
"us506079","us15","<p>URGENT PLEASE HELP!!!</p><p><br /></p><p><br /></p><p><br /></p><p><br /></p><p>Which material would keep hot water hot for a longer period of time? </p><p>A. Saran Wrap<br /> B. Aluminum Foil<br /> C. A Thermos</p>"
"us506625","us15","What is true about the inertia of two cars, Car A of mass 1,500 kilograms and Car B of mass 2,000 kilograms"
"us506911","us15","What force holds planets together in their orbit around the sun?"
"us507511","us15","What would happen if a space-time contiuum collapsed? "
"us507981","us15","what are the names of the two moons for mars?"
"us508908","us15","What usually happens to the host’s DNA during the lytic cycle?"
"us508991","us15","in an, experiment the explanation of the expected outcome  "
"us509020","us15","who is the first person to trace the characteristics of successive generations of a living thing?"
"us509063","us15","A 1.2 kg ball is dropped from a height of 20 meters; at what speed does it hit the ground if energy is conserved?"
"us509516","us15","a function can hold 53,000 deciliter a of waters.how many kiloliters is this "
"us509570","us15","Which color of light has a wavelength of<br /> 5.0 × 10^–7 meter in air?<br /> (1) blue (3) orange<br /> (2) green (4) violet"
"us509593","us15","A triangle wooden single axle model car goes farther than rectangle wooden double axle car. Why?"
"us509802","us15","A 5.0-kilogram sphere, starting from rest, falls freely 22 meters in 3.0 seconds near the surface of a planet.<br /> Compared to the acceleration due to gravity near Earth’s surface, the acceleration due to gravity near the<br /> surface of the planet is approximately<br /> (1) the same (3) one-half as great<br /> (2) twice as great (4) four times as great"
"us510346","us15","A student pulls a 60.-newton sled with a force<br /> having a magnitude of 20. newtons. What is the<br /> magnitude of the force that the sled exerts on the<br /> student?<br /> (1) 20. N (3) 60. N<br /> (2) 40. N (4) 80. N"
"us510471","us15","What is the formula to find the force of attraction?"
"us511830","us15","Why do black things stay black in sunlight<br />"
"us513746","us15","which of the following instruments is used to measure air pressure"
"us514232","us15","how fast does a wolf run"
"us515279","us15","The theory of continental drift suggests that<br /><br />  the continents have moved in the past<br />  the continents are slowly moving now<br />  the continents have moved in the past and are still moving<br />  the continents moved in the past but are not moving now<br />"
"us517417","us15","is drag a contact or non contact force"
"us517562","us15","A large heavy rock, a medium size stone and a small marble are dropped at the same time from the roof of a building. Neglecting air resistance, which object will strike the ground first?"
"us517587","us15","  An element can be identified by its spectrum. True False"
"us517591","us15","<br /><br /> An element can be identified by its spectrum.<br /> True<br /> False"
"us518021","us15","what are some science skills you could use when studying fish in an aquarium"
"us518764","us15","A(n) ____________________, which allows current to flow in one direction only, consists of two types of semiconductors joined together."
"us523193","us15","what is a crumple zone?"
"us523418","us15","Is resonance is always about matching the frequency of a vibrated thing with any other designated thing?"
"us523476","us15","Which layer of the Earth do Convection Currents occur in?"
"us524009","us15","The materials carried by the circulatory system include which of the following? (1) blood, (2) hormones, (3) oxygen, (4) cellular wastes.<br /> a. 1 only<br /> b. 1 and 2<br /> c. 1, 2, and 3<br /> d. 1, 2, 3, and 4"
"us526450","us15","Which of the following aspects of the environmental movement addresses the public’s right to intervene in environmentally damaging activities on private land?                     "
"us527255","us15","Which of the following statements are true?<br /> a.  Positively charged objects attract other positively charged objects.<br /> b.  Negatively charged objects attract other negatively charged objects.<br /> c.  Positively charged objects attract negatively charged objects.<br /> d.  Positively charged objects attract neutral objects.<br /> e.  Negatively charged objects attract neutral objects."
"us527265","us15","A particular plant species has numerous fruits and no visible seeds. Which of the following could it be?<br /> a. Pteridophyta<br /> b. Angiosperm<br /> c. Bryophyta <br /> d. Gymnosperm"
